,friend,line
249,Ross," You- uh- y'know what, I'm gonna go. I don't- I don't think I can be
involved in this particular thing right now. "
251,Ross, Oh my God. 
256,Ross, Well? Isn't that amazing? 
257,Joey, What are we supposed to be seeing here? 
258,Chandler," I dunno, but.. I think it's about to attack the Enterprise. "
259,Phoebe," You know, if you tilt your head to the left, and relax your eyes, it
kinda looks like an old potato. "
260,Ross," Then don't do that, alright? "
261,Phoebe, Okay! 
262,Ross, (walks over to where Monica is standing)Monica. Whaddya think? 
263,Monica, (welling up) Mm-hmm. 
264,Ross, Wh- are you welling up? 
265,Monica, No. 
266,Ross," You are, you're welling up. "
267,Monica, Am not! 
268,Ross, You're gonna be an aunt. 
269,Monica, (pushes him and starts to cry) Oh shut up! 
270,Rachel," (on phone) Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry
today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I
really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up
getting married and having kids- and everything- I just hope they have his old hairline
and your old nose. (Slams the phone down.) (To everyone) Okay, I know it was a cheap shot,
but I feel so much better now. "
0,Phoebe, (entering) Hi guys! 
2,Ross," Hey. Oh, oh, how'd it go? "
3,Phoebe," Um, not so good. He walked me to the subway and said 'We should do this
again!' "
5,Rachel," What? He said 'we should do it again', that's good, right? "
6,Monica," Uh, no. Loosely translated 'We should do this again' means 'You will
never see me naked'. "
7,Rachel, Since when? 
8,Joey," Since always. It's like dating language. Y'know, like 'It's not you' means
'It is you'. "
9,Chandler," Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing
alcoholics and complaining about them to you'. "
10,Phoebe," Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha,
I already am'. "
11,Rachel, And everybody knows this? 
12,Joey, Yeah. Cushions the blow. 
13,Chandler," Yeah, it's like when you're a kid, and your parents put your dog to
sleep, and they tell you it went off to live on some farm. "
14,Ross," That's funny, that, no, because, uh, our parents actually did, uh, send
our dog off to live on a farm. "
15,Monica," Uh, Ross. "
16,Ross," What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had
this unbelievable farm, they had horses, and, and rabbits that he could chase and it was-
it w- .....Oh my God, Chi Chi! "
19,Chandler," ""So how does it feel knowing you're about to die?"" "
20,Joey," ""Warden, in five minutes my pain will be over. But you'll have to
live with the knowledge that you sent an honest man to die."" "
21,Chandler," Hey, that was really good! "
22,Joey, Thanks! Let's keep going. 
23,Chandler," Okay. ""So. Whaddya want from me, Damone, huh?"" "
24,Joey," ""I just wanna go back to my cell. 'Cause in my cell, I can
smoke."" "
25,Chandler," ""Smoke away."" "
27,Chandler, I think this is probably why Damone smokes in his cell alone. 
28,Joey, What? 
29,Chandler, Relax your hand! 
31,Chandler, Not so much! 
32,Joey, Whoah! 
33,Chandler, Hey! 
34,Joey, Hey! 
35,Chandler," Alright, now try taking a puff. "
37,Chandler, Alright.. okay. No. Give it to me. 
38,Joey," No no no, I am not giving you a cigarette. "
39,Chandler," It's fine, it's fine. Look, do you wanna get this part, or not? Here. "
41,Chandler," Don't think of it as a cigarette. Think of it as the thing that's been
missing from your hand. When you're holding it, you feel right. You feel complete. "
42,Joey, Y'miss it? 
43,Chandler," Nah, not so much. Alright, now we smoke. (Takes a puff.) Oh.. my..
God. (He continues to smoke.) "
45,Monica," No, no, no. They say it's the same as the distance from the tip of a
guy's thumb to the tip of his index finger. "
47,Joey, That's ridiculous! 
48,Ross, Can I use.. either thumb? 
49,Rachel," (carrying a tray of drinks) Alright, don't tell me, don't tell me!
(Starts handing them out.) Decaf cappucino for Joey.. Coffee black.. Late.. And an iced
tea. I'm getting pretty good at this! "
51,Rachel, (leaving to serve others) Good for me! 
53,Joey," Y'okay, Phoebe? "
54,Phoebe," Yeah- no- I'm just- it's, I haven't worked- It's my bank. "
55,Monica, What did they do to you? 
56,Phoebe," It's nothing, it's just- Okay. I'm going through my mail, and I open up
their monthly, you know, STATEMENT- "
57,Ross, Easy. 
58,Phoebe, - and there's five hundred extra dollars in my account. 
59,Chandler," Oh, Satan's minions at work again... "
60,Phoebe," Yes, 'cause now I have to go down there, and deal with them. "
61,Joey, What are you talking about? Keep it! 
62,Phoebe," It's not mine, I didn't earn it, if I kept it, it would be like
stealing. "
63,Rachel," Yeah, but if you spent it, it would be like shopping! "
64,Phoebe," Okay. Okay, let's say I bought a really great pair of shoes. Do you know
what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was
happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine,
not-not-mine'... "
65,Monica, We're with you. We got it. 
67,Phoebe," Okay. I'd- just- I'd never be able to enjoy it. It would be like this
giant karmic debt. "
68,Rachel," Chandler, what are you doing? "
69,Monica, (puling him up) Hey. Whaddya doing? 
72,Ross, What is this?! 
73,Chandler," I'm smoking. I'm smoking, I'm smoking. "
74,Phoebe," Oh, I can't believe you! You've been so good, for three years! "
75,Chandler, And this- is my reward! 
76,Ross," Hold on a second, alright? Just think about what you went through the last
time you quit. "
77,Chandler," Okay, so this time I won't quit! "
79,Chandler," All right! I'm putting it out, I'm putting it out. (He drops it in
Phoebe's coffee.) "
80,Phoebe," Oh, no! I- I can't drink this now! "
81,Monica," Alright. I'm gonna go change, I've got a date. "
82,Rachel, This Alan again? How's it goin'? 
83,Monica," 'S'going pretty good, y'know? It's nice, and, we're having fun. "
84,Joey, So when do we get to meet the guy? 
85,Monica," Let's see, today's Monday... Never. "
87,Monica, No. Not after what happened with Steve. 
88,Chandler," What are you talking about? We love Schhteve! Schhteve was schhexy!..
Sorry. "
89,Monica," Look, I don't even know how I feel about him yet. Just give me a chance
to figure that out. "
90,Rachel," Well, then can we meet him? "
91,Monica, Nope. Schhorry. 
93,Monica," I mean, why should I let them meet him? I mean, I bring a guy home, and
within five minutes they're all over him. I mean, they're like- coyotes, picking off the
weak members of the herd. "
95,Monica," I know. I just wish that once, I'd bring a guy home that they actually
liked. "
98,Joey," Let it go, Ross. "
99,Ross," Yeah, well, you didn't know Chi Chi. "
100,Monica, Do you all promise? 
102,Monica, (shouts to Chandler) Chandler? Do you promise to be good? 
104,Joey," You can come in, but your filter-tipped little buddy has to stay outside! "
107,Ross," Hey, Pheebs. "
108,Phoebe," 'Dear Ms. Buffay. Thank you for calling attention to our error. We have
credited your account with five hundred dollars. We're sorry for the inconvenience, and
hope you'll accept this- (Searches in her purse) -football phone as our free gift.'
Do you believe this?! Now I have a thousand dollars, and a football phone! "
109,Rachel, What bank is this? 
111,Monica, Hey. It's him. (On the intercom) Who is it? 
113,Joey, (shouting to Chandler) Chandler! He's here! 
115,Monica," (to all) Okay, please be good, please. Just remember how much you
all like me. "
117,Monica," Hi. Alan, this is everybody. Everybody, this is Alan. "
123,Monica," (to Alan) Thanks. I'll call you tomorrow. (Alan exits, to all) Okay.
Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm? "
125,Monica, C'mon! 
126,Ross," ...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I
can't do this, can't do this. We loved him. "
128,Monica," Wait a minute! We're talking about someone that I'm going out
with? "
130,Rachel, And did you notice...? (She spreads her thumb and index finger.) 
132,Joey, Know what was great? The way his smile was kinda crooked. 
133,Phoebe," Yes, yes! Like the man in the shoe! "
134,Ross, ...What shoe? 
135,Phoebe," From the nursery rhyme. 'There was a crooked man, Who had a crooked
smile, Who lived in a shoe, For a... while...' "
137,Ross," ...So I think Alan will become the yardstick against which all future
boyfriends will be measured. "
138,Rachel," What future boyfriends? Nono, I th- I think this could be, y'know, it. "
139,Monica, Really! 
140,Chandler," Oh, yeah. I'd marry him just for his David Hasselhof impression alone.
You know I'm gonna be doing that at parties, right? (Does the impression) "
141,Ross," You know what I like most about him, though? "
143,Ross, The way he makes me feel about myself. 
147,Monica, Hi.. how was the game? 
148,Ross, Well.. 
150,Monica, Fantastic! I have one question How is that possible? 
151,Joey, Alan. 
152,Ross," He was unbelievable. He was like that-that-that Bugs Bunny cartoon where
Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan,
second base-Alan, third base-... "
153,Rachel," I mean, it-it was like, it was like he made us into a team. "
154,Chandler," Yep, we sure showed those Hassidic jewellers a thing or two about
softball.. "
155,Monica," Can I ask you guys a question? D'you ever think that Alan is maybe..
sometimes.. "
156,Ross, What? 
157,Monica," ..I dunno, a little too Alan? "
158,Rachel," Well, no. That's impossible. You can never be too Alan. "
159,Ross," Yeah, it's his, uh, innate Alan-ness that-that-that we adore. "
160,Chandler, I personally could have a gallon of Alan. 
162,Phoebe," Hey, Lizzie. "
164,Phoebe, I brought you alphabet soup. 
166,Phoebe," Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh,
I also have something else for you. (She searches in her purse.) "
168,Phoebe," No, but would you like a thousand dollars and a football phone? "
170,Phoebe, I know. 
172,Phoebe," No, I want you to have it. I don't want it. "
174,Phoebe," Oh, that's fine, no. "
176,Phoebe," No. 'Cause you need that. No, it's okay, thanks. "
178,Phoebe," Okay, alright, you buy me a soda, and then we're even. Okay? "
180,Phoebe, Okay. 
184,Phoebe," No, I'm fine. "
187,Phoebe, Huh! 
189,Ross, A thumb?! 
192,Phoebe," I know! I know, I opened it up and there it was, just floating in there,
like this tiny little hitch-hiker! "
193,Chandler," Well, maybe it's a contest, y'know? Like, collect all five? "
194,Phoebe," Does, um, anyone wanna see? "
198,Rachel, It's worse than the thumb! 
199,Chandler," Hey, this is so unfair! "
200,Monica," Oh, why is it unfair? "
201,Chandler," So I have a flaw! Big deal! Like Joey's constant knuckle-cracking
isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with
that snort when she laughs? I mean, what the hell is that thing? ...I accept all those
flaws, why can't you accept me for this? "
203,Joey, ...Does the knuckle-cracking bother everybody? 
204,Rachel," Well, I-I could live without it. "
205,Joey," Well, is it, like, a little annoying, or is it like when Phoebe chews her
hair? "
207,Ross," Oh, now, don't listen to him, Pheebs, I think it's endearing. "
208,Joey," Oh, (Imitating Ross) ""you do, do you""? "
210,Ross," You know, there's nothing wrong with speaking correctly. "
211,Rachel," ""Indeed there isn't""... I should really get back to work. "
212,Phoebe," Yeah, 'cause otherwise someone might get what they actually ordered. "
213,Rachel," Ohh-ho-hooohhh. The hair comes out, and the gloves come on. "
216,Monica, Did you ever go out with a guy your friends all really like? 
218,Monica," Okay.. Well, I'm going out with a guy my friends all really like. "
220,Monica," Can you believe it? ...Y'know what? I just don't feel the thing.
I mean, they feel the thing, I don't feel the thing. "
222,Monica, I know.. it's gonna be really hard. 
224,Monica," No, he'll be fine. It's the other five I'm worried about. "
226,Joey, Do you have any respect for your body? 
227,Ross, Don't you realise what you're-you're doing to yourself? 
228,Chandler," Hey, y'know, I have had it with you guys and your cancer and your
emphysema and your heart disease. The bottom line is, smoking is cool, and you know it. "
